passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount
Timothy Dodson,03/21/2017 11:24:31 AM,03/21/2017 11:49:47 AM,Credit Card,1,8.18,26,5.36,0
Rodney Williams,03/04/2017 1:13:55 AM,03/04/2017 1:25:26 AM,Cash,1,1.7,9.5,1,0
Patricia Roberts,12/07/2017 10:30:16 AM,12/07/2017 10:40:06 AM,Cash,1,1.36,8,1.76,0
Jeremy Tate,02/09/2017 8:26:20 AM,02/09/2017 8:43:56 AM,Credit Card,1,2.19,12,0,0
Kenneth Ford,11/20/2017 5:03:01 PM,11/20/2017 5:13:08 PM,Cash,1,1.25,8,1.96,0
Ann Ramirez,08/28/2017 3:04:32 PM,08/28/2017 3:19:07 PM,Cash,1,1.42,10.5,2.82,0
Janet Long,07/27/2017 10:53:32 PM,07/27/2017 10:56:05 PM,Debit Card,1,0.45,4,0,0
Jesse Williams,11/19/2017 8:25:17 AM,11/19/2017 8:36:54 AM,Cash,1,6.7,20,0,0
Erik Church,12/20/2017 7:15:56 PM,12/20/2017 7:25:36 PM,Cash,1,2.3,10,2.3,0
Kelsey Lewis,10/02/2017 10:17:30 AM,10/02/2017 10:25:56 AM,Cash,1,1.15,7,1.56,0
Brittany Chase,07/13/2017 11:17:26 AM,07/13/2017 11:23:54 AM,Debit Card,2,0.68,5.5,0,0
Tina Avila,08/09/2017 8:32:09 AM,08/09/2017 9:31:11 AM,Cash,1,15.89,,10,5.76
Julie Case,09/24/2017 7:44:28 PM,09/24/2017 8:10:47 PM,Cash,4,5.04,21,0,0
Jacob Sellers,02/28/2017 5:40:20 PM,02/28/2017 5:55:25 PM,Cash,1,1.46,10.5,3.69,0
Sheila Marsh,01/20/2017 6:21:58 PM,01/20/2017 6:34:17 PM,Cash,1,1,9,0,0
Erik Perez,09/18/2017 8:50:53 PM,09/18/2017 8:51:03 PM,Cash,1,0,2.5,0,0
Lisa Garza,12/06/2017 11:37:08 PM,12/07/2017 12:06:19 AM,Credit Card,1,18.93,52,0,0
Michael Hopkins,05/26/2017 10:34:08 PM,05/26/2017 10:39:37 PM,Cash,2,0.6,5,0,0
Melissa Gates,11/14/2017 7:32:28 AM,11/14/2017 8:22:59 AM,Cash,1,15.48,45,8,5.76
Mark Banks,01/19/2017 12:03:42 AM,01/19/2017 12:09:55 AM,Debit Card,1,1.1,6,0,0
Anna Rogers,01/27/2017 1:37:01 AM,01/27/2017 1:52:31 AM,Debit Card,1,3.8,15,0,0
Stephen Harrell,04/16/2017 11:08:31 PM,04/16/2017 11:24:44 PM,Credit Card,1,6.02,19.5,0,0
Tina Day,03/05/2017 10:04:43 AM,03/05/2017 10:13:55 AM,Cash,1,1.8,8.5,0,0
James Morris,03/14/2017 5:21:47 PM,03/14/2017 5:26:40 PM,Cash,1,1.74,7,1.76,0
Jason Beck,02/15/2017 6:11:43 PM,02/15/2017 6:15:55 PM,Cash,1,0.2,4.5,0,0
Ashley Potts,04/29/2017 1:26:16 PM,04/29/2017 1:37:35 PM,Credit Card,1,2.06,10,2.16,0
Brittany Taylor,01/04/2017 7:34:54 AM,01/04/2017 7:45:13 AM,Credit Card,1,1.2,8,0,0
Chelsea Copeland,11/23/2017 1:53:43 PM,11/23/2017 2:03:20 PM,Debit Card,1,0.51,7.5,0,0
Lisa Richardson,01/24/2017 9:08:02 PM,01/24/2017 9:16:46 PM,Credit Card,1,1.65,8,0,0
Kenneth Thomas,11/28/2017 4:05:55 PM,11/28/2017 4:08:30 PM,Debit Card,1,0.6,4,0,0
Robert Fox,08/20/2017 9:14:07 PM,08/20/2017 9:21:40 PM,Cash,5,1.12,7,0,0
Elijah Erickson,10/30/2017 9:50:34 AM,10/30/2017 10:32:09 AM,Credit Card,3,3.7,25.5,0,0
John Taylor,08/06/2017 4:23:26 AM,08/06/2017 4:33:36 AM,Cash,1,1.52,8.5,0,0
Heather Gutierrez,05/20/2017 7:43:58 PM,05/20/2017 7:51:43 PM,Cash,1,1.36,7.5,1.66,0
Mary Smith,08/12/2017 7:23:20 PM,08/12/2017 7:52:16 PM,Credit Card,1,5,21,0,0
Sean Adams,07/21/2017 11:25:39 AM,07/21/2017 11:30:49 AM,Debit Card,1,0.76,5.5,0,0
Joel Lane MD,02/17/2017 10:59:41 AM,02/17/2017 11:11:47 AM,Cash,1,2.15,10,2.16,0
Kelly Mcintyre,03/08/2017 4:00:15 PM,03/08/2017 4:07:11 PM,Cash,1,0.67,6,1,0
Brenda Thomas,10/03/2017 7:47:59 AM,10/03/2017 8:09:22 AM,Debit Card,2,1.7,14,0,0
Mr. Michael Perkins PhD,09/03/2017 1:52:44 PM,09/03/2017 2:09:06 PM,Credit Card,2,5.2,18.5,0,0
Daniel White,05/24/2017 6:58:45 AM,05/24/2017 7:02:04 AM,Cash,1,0.48,4,0,0
Lisa George,03/07/2017 11:51:39 PM,03/07/2017 11:57:50 PM,Cash,1,2.1,8,1.85,0
Travis Ward,08/01/2017 11:23:05 AM,08/01/2017 11:47:02 AM,Cash,1,2.16,15.5,3.26,0
John Hawkins,03/21/2017 4:37:30 PM,03/21/2017 4:47:24 PM,Debit Card,1,1.4,8,1,0
Rachael Ryan,04/28/2017 9:06:17 PM,04/28/2017 9:28:11 PM,Cash,1,4.33,18,5.79,0
Jennifer Jackson,01/09/2017 7:56:06 PM,01/09/2017 8:28:06 PM,Cash,1,16.48,45.5,9.46,0
Jose Miller,12/18/2017 10:09:30 AM,12/18/2017 10:34:21 AM,Cash,1,4.9,21.5,4.45,0
Joshua Rosario,03/03/2017 11:48:26 PM,03/04/2017 12:01:25 AM,Cash,1,2.81,12,2,0
Tammy Johnson,02/13/2017 9:13:32 PM,02/13/2017 9:25:26 PM,Cash,1,2.4,11,0,0
Brenda Johnson,06/17/2017 5:50:21 PM,06/17/2017 5:52:15 PM,Credit Card,2,0.6,4,1.4,0
Pamela Hamilton,02/26/2017 10:04:11 AM,02/26/2017 10:08:15 AM,Debit Card,1,1.01,5.5,0,0
Jillian Sutton,10/29/2017 11:07:52 PM,10/29/2017 11:26:13 PM,Cash,1,6,19.5,3,0
Sandra Jackson,01/06/2017 8:29:21 PM,01/06/2017 8:34:10 PM,Debit Card,1,0.61,5,1.26,0
Joe Craig,04/15/2017 12:40:14 AM,04/15/2017 12:55:17 AM,Credit Card,4,2,11,2,0
Julie Powell,09/18/2017 3:09:56 PM,09/18/2017 3:19:38 PM,Credit Card,6,1.89,9,0,0
Jason Robinson,12/13/2017 10:31:09 PM,12/13/2017 10:47:16 PM,Cash,3,2.24,12.5,2,0
James Hill,08/02/2017 12:33:00 PM,08/02/2017 12:50:03 PM,Cash,1,1.9,12,3.2,0
Jerry Brown,09/03/2017 9:12:11 PM,09/03/2017 9:20:44 PM,Credit Card,1,1.16,7.5,0,0
Matthew Campbell,10/13/2017 8:06:58 PM,10/13/2017 8:13:06 PM,Cash,1,0.5,5.5,0,0
Jessica Jones,11/24/2017 5:26:07 PM,11/24/2017 5:51:18 PM,Cash,1,2.6,17,0,0
Deborah Sanford,10/04/2017 7:46:24 PM,10/04/2017 7:46:50 PM,Cash,1,0,2.5,0,0
Frank Nelson,10/03/2017 1:29:14 PM,10/03/2017 1:37:17 PM,Cash,1,1.21,7,1.56,0
Lindsay Foley,05/24/2017 2:00:28 PM,05/24/2017 2:18:00 PM,Credit Card,2,4.4,18,3.38,0
Kelsey Watts,04/05/2017 7:39:54 PM,04/05/2017 7:44:19 PM,Cash,1,0.54,4.5,1,0
Amy Sanford,09/06/2017 7:59:31 PM,09/06/2017 8:21:27 PM,Cash,5,7.32,24,5.06,0
Dr. John Ryan,09/17/2017 8:13:33 AM,09/17/2017 8:19:08 AM,Credit Card,1,1.4,6.5,0,0
Cathy Lopez,08/01/2017 7:47:52 AM,08/01/2017 8:03:28 AM,Debit Card,1,2.81,12.5,2.66,0
Richard Mendoza,12/17/2017 8:29:26 PM,12/17/2017 8:35:37 PM,Cash,2,0.92,6,1.46,0
Kristen Rogers,01/10/2017 10:12:25 AM,01/10/2017 10:28:11 AM,Cash,1,1.9,12,2.55,0
Joel Allen,07/08/2017 6:08:05 AM,07/08/2017 6:11:21 AM,Cash,1,0.62,4.5,0,0
Dr. Brandon Smith II,01/19/2017 7:48:45 PM,01/19/2017 7:57:05 PM,Debit Card,1,2.1,8.5,0,0
Matthew Perez,02/03/2017 8:14:02 AM,02/03/2017 8:15:45 AM,Debit Card,1,0.24,3.5,0.86,0
Mr. Reginald Phillips PhD,04/25/2017 5:40:53 PM,04/25/2017 6:01:05 PM,Cash,1,1.39,13,3.7,0
Sarah King,01/05/2017 4:25:59 PM,01/05/2017 4:55:08 PM,Credit Card,1,3.5,19.5,2,0
Robert Torres,06/30/2017 8:10:02 PM,06/30/2017 8:18:07 PM,Debit Card,1,0.84,7,2.08,0
Renee Smith,06/17/2017 4:39:27 PM,06/17/2017 4:53:42 PM,Cash,5,2.68,11.5,2.46,0
Samuel Huff,03/28/2017 9:57:44 AM,03/28/2017 10:26:35 AM,Credit Card,2,10.91,32.5,7.81,5.76
Drew Moss,04/08/2017 2:59:12 PM,04/08/2017 3:37:07 PM,Credit Card,1,4.5,23.5,0,0
Richard Garza,06/22/2017 9:20:13 PM,06/22/2017 9:31:04 PM,Cash,1,1.4,8.5,1.95,0
Emily Schmidt,10/12/2017 5:36:49 AM,10/12/2017 5:44:50 AM,Credit Card,1,2,8.5,1.95,0
Tiffany Walker,04/10/2017 9:46:18 AM,04/10/2017 9:47:34 AM,Cash,1,0.4,3.5,0,0
Charles Booker,06/03/2017 12:46:06 PM,06/03/2017 12:52:18 PM,Cash,1,0.6,5.5,1.26,0
Jesse Herring,03/28/2017 9:40:33 AM,03/28/2017 9:48:02 AM,Debit Card,1,0.9,7,0,0
Tiffany Johnson,12/13/2017 2:02:39 AM,12/13/2017 2:03:08 AM,Cash,6,0.12,-2.5,0,0
Helen Smith,01/04/2017 10:16:37 PM,01/04/2017 10:25:23 PM,Debit Card,1,1.22,7.5,0,0
Tanya Arroyo,07/20/2017 1:21:55 PM,07/20/2017 2:21:20 PM,Credit Card,1,17.86,78,0,16.5
Karen Jordan MD,04/08/2017 3:57:56 PM,04/08/2017 4:11:44 PM,Cash,3,1.7,10,2.7,0
Jonathan Brooks,02/19/2017 5:42:44 PM,02/19/2017 5:51:22 PM,Cash,3,0.7,7,0,0
Ryan Hughes,02/22/2017 4:01:44 AM,02/22/2017 4:01:53 AM,Cash,1,0,2.5,0,0
Pamela Martin,04/15/2017 4:05:24 PM,04/15/2017 4:19:30 PM,Debit Card,1,1.42,10,1,0
Megan Kaufman,09/22/2017 5:23:18 PM,09/22/2017 5:28:41 PM,Cash,1,0.9,6,1.2,0
Brenda Perez,02/20/2017 10:55:58 AM,02/20/2017 11:24:16 AM,Cash,1,8.8,29,0,0
Valerie Mullen,01/14/2017 7:04:51 PM,01/14/2017 7:05:01 PM,Cash,2,0.02,2.5,0,0
Melissa Sanchez,12/27/2017 12:40:46 PM,12/27/2017 12:56:36 PM,Cash,6,1.28,11,0,0
Jennifer Villarreal,04/20/2017 10:15:54 AM,04/20/2017 10:23:19 AM,Cash,1,0.4,6,0.34,0
Juan Andrade,04/20/2017 9:29:29 PM,04/20/2017 9:33:16 PM,Debit Card,1,0.79,5,0,0
Christie Jordan,08/19/2017 9:35:15 PM,08/19/2017 9:45:17 PM,Cash,1,1.7,8.5,1.96,0
Christine Schwartz,08/27/2017 10:13:17 PM,08/27/2017 10:23:12 PM,Credit Card,1,2.19,10,2.82,0
James Brown,04/01/2017 5:45:49 PM,04/01/2017 5:54:01 PM,Debit Card,1,0.9,7,0,0
Sharon Underwood,06/22/2017 10:34:30 AM,06/22/2017 10:47:22 AM,Cash,1,1,9,1.96,0
Janice Jackson,02/18/2017 2:34:19 PM,02/18/2017 2:48:50 PM,Cash,1,2.5,12.5,3.95,0
Steven Schneider,12/09/2017 5:07:31 PM,12/09/2017 5:28:55 PM,Credit Card,1,3.42,15.5,3.26,0
Michael Owen,06/20/2017 1:33:27 PM,06/20/2017 1:49:39 PM,Cash,1,1.7,11.5,0,0
Scott Bailey,06/03/2017 2:28:59 AM,06/03/2017 2:42:01 AM,Cash,1,2.42,11.5,1,0
Lisa Collins,02/01/2017 7:28:22 AM,02/01/2017 7:36:53 AM,Cash,1,2.89,10.5,0,0
Holly Gilbert,11/17/2017 7:01:30 PM,11/17/2017 7:05:10 PM,Credit Card,1,0.64,4.5,1.26,0
Kevin Pierce,01/15/2017 11:45:27 AM,01/15/2017 11:56:34 AM,Debit Card,1,2,10,2.15,0
Jose Garcia,11/28/2017 7:07:53 PM,11/28/2017 7:21:56 PM,Cash,5,1.97,10.5,3.08,0
Caroline Sanders,09/21/2017 10:10:06 PM,09/21/2017 10:14:26 PM,Cash,1,1.03,5.5,0,0
Mark Wheeler,01/03/2017 9:24:51 AM,01/03/2017 9:38:13 AM,Debit Card,1,1.77,10,1,0
Julia Hunt,01/20/2017 5:48:11 PM,01/20/2017 6:27:15 PM,Debit Card,1,8.6,31,7.65,5.54
Arthur Bennett,03/15/2017 6:53:06 AM,03/15/2017 6:59:47 AM,Credit Card,1,1,6.5,1.45,0
Maria Mason,04/18/2017 10:30:15 PM,04/18/2017 10:32:30 PM,Credit Card,1,0.9,4.5,0,0
Thomas Baldwin,02/26/2017 4:41:26 PM,02/26/2017 5:21:21 PM,Credit Card,1,13.31,41,5,0
Jennifer Peterson,03/17/2017 8:02:10 PM,03/17/2017 8:36:45 PM,Cash,5,5.29,23.5,4.96,0
Christine Waters,04/13/2017 8:27:27 PM,04/13/2017 8:38:00 PM,Debit Card,1,1.5,8.5,1.95,0
Kathryn Duffy,06/18/2017 1:35:30 PM,06/18/2017 1:57:07 PM,Cash,2,7.48,24,2,0
Gerald Flores,11/04/2017 5:23:00 PM,11/04/2017 5:53:33 PM,Credit Card,1,1.6,18,3.76,0
Jillian Le,12/12/2017 8:41:36 AM,12/12/2017 9:13:41 AM,Credit Card,5,6.98,27,8.34,0
Ryan Parrish,08/24/2017 6:53:27 PM,08/24/2017 7:24:38 PM,Credit Card,1,4.33,21.5,4.66,0
Carrie Trujillo,06/09/2017 8:17:19 AM,06/09/2017 8:28:44 AM,Debit Card,1,4.6,15,0,0
Martha Smith,02/06/2017 9:05:41 AM,02/06/2017 9:13:18 AM,Credit Card,1,0.8,6.5,1.45,0
Sarah Jackson,06/27/2017 8:30:15 PM,06/27/2017 8:43:11 PM,Debit Card,2,2,10.5,2.35,0
Julia Morgan,11/06/2017 7:43:34 PM,11/06/2017 7:47:04 PM,Debit Card,1,0.42,4,0.87,0
Jaime Smith,06/19/2017 7:52:27 AM,06/19/2017 8:13:40 AM,Credit Card,1,3.2,15.5,0,0
Scott Rivera,12/21/2017 9:31:12 PM,12/21/2017 10:11:58 PM,Credit Card,6,18.17,51.5,0,0
Crystal Liu,05/04/2017 9:51:54 AM,05/04/2017 10:07:02 AM,Credit Card,1,1.2,10.5,0,0
Molly Valenzuela,09/30/2017 6:23:44 PM,09/30/2017 6:36:11 PM,Cash,2,1.7,10,1.62,0
Hailey Harris,01/22/2017 5:52:57 AM,01/22/2017 5:54:43 AM,Cash,3,0.68,4,1.06,0
Paul Delgado,07/09/2017 3:10:20 PM,07/09/2017 3:15:05 PM,Cash,1,0.6,5,0,0
Diana Price,01/07/2017 6:28:02 AM,01/07/2017 6:39:24 AM,Cash,1,2.1,10,0,0
Malik Watts,05/18/2017 4:00:27 PM,05/18/2017 4:23:45 PM,Debit Card,1,1.4,14,0,0
Mackenzie Sutton,11/02/2017 7:59:48 AM,11/02/2017 8:09:47 AM,Cash,1,1.2,8,1.75,0
Mallory Harding,03/10/2017 1:11:10 PM,03/10/2017 1:23:11 PM,Debit Card,5,1.25,9,0,0
Brian Keller,10/21/2017 8:55:05 AM,10/21/2017 9:07:10 AM,Cash,4,2.4,10,0,0
John Faulkner,02/10/2017 9:46:09 AM,02/10/2017 10:18:20 AM,Debit Card,5,5.55,24.5,1,0
Paul Hendrix,05/16/2017 5:00:25 PM,05/16/2017 5:10:49 PM,Debit Card,2,0.9,8,1.96,0
Shelly Baker,04/11/2017 2:33:23 AM,04/11/2017 2:43:05 AM,Cash,6,4.44,14,3.82,0
Jesus Miller,01/12/2017 9:24:01 PM,01/12/2017 10:00:29 PM,Cash,1,7.66,29,4,0
Craig Boyd,01/11/2017 9:22:33 PM,01/11/2017 9:24:49 PM,Debit Card,3,0.42,3.5,0,0
Michelle Morris,12/28/2017 3:18:01 PM,12/28/2017 3:26:09 PM,Credit Card,1,1.21,7.5,0,0
Mathew Gibson,07/09/2017 2:02:44 PM,07/09/2017 2:10:46 PM,Credit Card,1,1.35,7.5,0,0
Marissa Mora,06/29/2017 7:52:39 AM,06/29/2017 7:56:56 AM,Debit Card,5,0.91,5,1.16,0
Franklin Dixon,05/12/2017 10:25:44 AM,05/12/2017 10:29:20 AM,Debit Card,5,0.7,4.5,1.06,0
Nicholas Turner,11/04/2017 11:04:05 PM,11/04/2017 11:22:20 PM,Cash,2,2.23,13,1.7,0
Anthony Wood,05/07/2017 2:14:43 AM,05/07/2017 2:30:22 AM,Cash,2,3.39,13.5,2.96,0
Carrie Lowe,03/05/2017 4:00:21 PM,03/05/2017 4:03:32 PM,Debit Card,1,0.41,4,0,0
Walter Brooks,12/18/2017 1:08:13 PM,12/18/2017 1:22:34 PM,Cash,1,2.66,12,2.56,0
Paula Mason,09/24/2017 11:45:45 PM,09/25/2017 12:15:14 AM,Credit Card,1,17.99,52,14.64,5.76
Kristin Smith,11/29/2017 7:11:40 PM,11/29/2017 7:16:02 PM,Cash,1,0.8,5,1.35,0
Sandra Carson,02/18/2017 6:53:13 AM,02/18/2017 7:00:42 AM,Credit Card,1,1.09,6.5,0.7,0
Mary Allen,11/04/2017 4:02:42 AM,11/04/2017 4:10:52 AM,Cash,1,2.6,10.5,0,0
Mark Miller,04/22/2017 12:16:33 PM,04/22/2017 12:23:26 PM,Cash,6,0.77,6.5,1.82,0
John Moore,03/18/2017 7:41:47 PM,03/18/2017 7:49:42 PM,Cash,1,0.69,6.5,0,0
Yolanda Walker,11/04/2017 7:48:26 PM,11/04/2017 8:04:50 PM,Cash,1,2.5,12.5,1.8,0
Melinda Smith,02/02/2017 12:34:02 PM,02/02/2017 1:02:11 PM,Cash,1,7.4,27,5.55,0
Joe Wheeler,12/14/2017 4:16:19 PM,12/14/2017 4:39:23 PM,Credit Card,1,3.5,16.5,2.75,0
Jessica Carroll,02/28/2017 6:30:05 PM,02/28/2017 7:09:55 PM,Cash,1,18.4,52,0,5.54
Nathan Mann,05/09/2017 6:12:23 PM,05/09/2017 6:23:24 PM,Cash,1,1.46,9,2.16,0
Derrick Holmes,07/22/2017 9:24:22 AM,07/22/2017 9:33:08 AM,Cash,1,1.1,7.5,1.5,0
Austin King,03/16/2017 12:16:13 AM,03/16/2017 12:22:42 AM,Credit Card,1,1.2,6.5,1.55,0
Samantha Ford,04/23/2017 2:59:12 PM,04/23/2017 3:05:50 PM,Credit Card,1,1,6.5,0,0
Justin Willis,12/09/2017 4:58:07 PM,12/09/2017 5:03:19 PM,Cash,1,0.75,5.5,1.26,0
Krystal Kramer,04/04/2017 9:29:53 AM,04/04/2017 9:38:14 AM,Cash,1,0.7,7,1.56,0
Matthew Roach,10/06/2017 8:44:44 AM,10/06/2017 9:03:03 AM,Credit Card,2,4.5,16.5,3.45,0
Cristina Hammond,07/26/2017 8:39:46 PM,07/26/2017 9:10:33 PM,Cash,1,5.9,23.5,4.95,0
Charles Diaz,11/11/2017 1:08:52 AM,11/11/2017 1:15:25 AM,Credit Card,1,0.84,6,1.46,0
Jason Morales,11/21/2017 9:58:20 AM,11/21/2017 10:11:05 AM,Cash,3,0.7,8.5,1,0
Diane Marquez,01/01/2017 11:42:26 PM,01/02/2017 12:04:58 AM,Debit Card,1,9.2,28.5,3,0
Megan Robbins,06/02/2017 8:56:50 AM,06/02/2017 9:13:21 AM,Cash,1,2.12,12,2,0
Jeff Wilkins,09/22/2017 11:14:49 PM,09/22/2017 11:32:31 PM,Debit Card,1,3.1,14.5,3.15,0
Cassie Gomez,08/20/2017 11:56:13 AM,08/20/2017 12:19:16 PM,Cash,5,11.26,32,9.64,5.76
Julia Foster,05/02/2017 11:10:14 AM,05/02/2017 11:19:31 AM,Cash,1,0.8,7.5,1.65,0
Aaron Chan,10/14/2017 9:59:45 PM,10/14/2017 10:16:44 PM,Cash,5,2.94,13.5,2.96,0
Veronica Shepherd,06/27/2017 9:38:07 PM,06/27/2017 9:50:33 PM,Cash,1,4,13.5,2.96,0
Gloria Reyes,06/05/2017 12:51:58 PM,06/05/2017 1:07:35 PM,Cash,1,4.73,52,0,5.76
John Mann,12/16/2017 12:49:45 AM,12/16/2017 1:00:37 AM,Credit Card,1,2.29,10.5,1,0
Daniel Martinez,02/01/2017 10:25:14 AM,02/01/2017 10:41:40 AM,Cash,1,1.28,11,0,0
Charles Gill,12/07/2017 5:09:48 PM,12/07/2017 5:24:11 PM,Credit Card,1,0.9,10,2.5,0
Mr. Timothy Owens,05/04/2017 9:51:41 PM,05/04/2017 9:59:26 PM,Credit Card,1,0.86,6.5,0,0
Adam Burns,10/14/2017 5:58:29 PM,10/14/2017 6:08:50 PM,Cash,1,0.84,8,0,0
Matthew Brooks,03/02/2017 5:06:54 PM,03/02/2017 5:16:25 PM,Cash,6,1.23,8,0,0
Samantha Cortez,12/09/2017 12:28:58 PM,12/09/2017 12:33:32 PM,Debit Card,1,0.8,5,1.15,0
Melanie Wu,02/18/2017 12:44:04 PM,02/18/2017 1:29:10 PM,Debit Card,6,25.69,69.5,14.06,0
Brittany Parker,02/24/2017 7:53:06 PM,02/24/2017 7:57:19 PM,Cash,5,0.58,5,0,0
Brooke Perry,05/17/2017 3:37:20 PM,05/17/2017 3:39:55 PM,Debit Card,1,0.2,3.5,0,0
Adam Beck,01/02/2017 5:03:18 PM,01/02/2017 5:06:23 PM,Cash,1,0.9,5,1.15,0
Nicholas Shaw,01/09/2017 10:00:32 AM,01/09/2017 10:08:25 AM,Cash,1,0.61,6.5,2.19,0
Jeanne Anderson,04/15/2017 10:41:31 PM,04/15/2017 10:52:01 PM,Cash,1,0.84,8,0,0
Kevin Miller,08/28/2017 11:21:21 PM,08/28/2017 11:25:41 PM,Debit Card,1,0.8,5.5,1.35,0
Amanda Goodwin,08/09/2017 4:07:31 PM,08/09/2017 4:14:57 PM,Cash,1,1.75,8,1.2,0
Ann Cherry,02/26/2017 3:09:09 AM,02/26/2017 3:11:11 AM,Cash,1,0.3,3.5,0,0
Anthony Browning,05/02/2017 3:46:20 AM,05/02/2017 3:52:15 AM,Debit Card,1,1.89,7.5,0,0
David Parker,01/14/2017 7:00:26 AM,01/14/2017 7:00:53 AM,Cash,1,0,2.5,6.7,0
Anna Gonzalez,01/05/2017 7:57:21 AM,01/05/2017 8:01:13 AM,Debit Card,3,0.8,5,1.74,0
Dylan Bryant,04/21/2017 1:28:14 AM,04/21/2017 1:34:32 AM,Credit Card,5,1.1,6.5,0,0
John Cooper,01/24/2017 1:01:18 PM,01/24/2017 1:10:33 PM,Credit Card,3,1.14,7.5,0,0
Linda Cox,01/24/2017 9:11:43 AM,01/24/2017 9:29:34 AM,Debit Card,1,2.19,12.5,3.99,0
Dr. Michael Combs,05/25/2017 4:34:53 PM,05/25/2017 5:03:26 PM,Debit Card,1,2.2,17,5.6,0
Teresa Carroll,03/11/2017 12:02:32 AM,03/11/2017 12:41:36 AM,Cash,1,7.9,30.5,7.95,0
Priscilla Rhodes,02/03/2017 3:44:26 PM,02/03/2017 4:25:06 PM,Debit Card,2,6.1,28,8.6,0
Zachary Torres,10/27/2017 5:53:28 AM,10/27/2017 6:20:01 AM,Cash,1,15,41.5,0,0
Kathleen Burns,02/27/2017 8:29:28 PM,02/27/2017 8:47:25 PM,Credit Card,2,4.7,16,3.45,0
Joseph Morris PhD,02/03/2017 9:50:23 PM,02/03/2017 10:02:12 PM,Credit Card,6,3.63,13,2.86,0
Brian Cruz,06/06/2017 10:56:04 PM,06/06/2017 11:01:35 PM,Cash,3,1,6,2,0
Miss Crystal Melton DDS,03/09/2017 8:16:38 PM,03/09/2017 8:26:40 PM,Credit Card,1,1.48,8,1,0
Kimberly Holland,05/13/2017 9:01:37 AM,05/13/2017 9:04:15 AM,Cash,1,0.5,4,0.95,0
Leslie Thomas,06/25/2017 4:08:41 AM,06/25/2017 4:31:40 AM,Cash,3,10.7,32.5,6.75,0
Katie Flores,05/13/2017 2:33:29 PM,05/13/2017 2:50:00 PM,Cash,2,3.13,14,3.7,0
Angela Orozco,06/04/2017 3:01:54 AM,06/04/2017 3:16:57 AM,Debit Card,1,3.33,13,0,0
Aaron Hodge,07/28/2017 8:46:20 PM,07/28/2017 8:59:03 PM,Credit Card,1,2.14,10.5,2.36,0
Kyle Alvarez,05/11/2017 7:52:33 PM,05/11/2017 8:25:45 PM,Debit Card,1,6.91,27,3.5,0
Dana Torres,01/20/2017 9:24:59 AM,01/20/2017 9:33:01 AM,Cash,1,0.7,6.5,0,0
Kenneth Ramirez,01/12/2017 10:18:42 PM,01/12/2017 10:33:25 PM,Cash,2,2.53,12.5,3.45,0
Cheryl Baker,09/17/2017 11:07:06 PM,09/17/2017 11:09:20 PM,Debit Card,1,0.25,3.5,0.96,0
Matthew Bishop,09/10/2017 4:10:31 PM,09/10/2017 4:23:09 PM,Cash,1,1.41,9.5,1,0
Samuel Hampton,11/28/2017 8:13:04 AM,11/28/2017 8:34:43 AM,Debit Card,1,2.5,15.5,3.25,0
Tammy Foster,09/24/2017 4:19:18 PM,09/24/2017 4:39:47 PM,Cash,1,3.15,15.5,3.26,0
Heather Erickson,08/03/2017 10:47:14 PM,08/03/2017 11:32:41 PM,Cash,2,18.21,52,0,5.76
Barbara Wall,05/26/2017 12:34:18 AM,05/26/2017 12:41:44 AM,Credit Card,1,1.4,7.5,0,0
Amy Willis,04/09/2017 12:16:33 AM,04/09/2017 12:35:09 AM,Debit Card,1,3.4,14.5,3.15,0
Madison Salinas,08/14/2017 10:56:38 PM,08/14/2017 11:05:20 PM,Debit Card,1,1.82,8,2,0
Richard Rice,06/21/2017 6:57:52 AM,06/21/2017 7:04:16 AM,Cash,1,0.8,6,1.36,0
Eric Bates,08/17/2017 8:38:17 PM,08/17/2017 8:55:43 PM,Credit Card,2,1.93,12,2.66,0
Lisa Smith,12/18/2017 7:08:59 PM,12/18/2017 7:15:13 PM,Credit Card,1,0.8,6,0,0
Joseph Carroll,08/01/2017 6:35:34 PM,08/01/2017 6:46:58 PM,Debit Card,1,0.98,8.5,0.7,0
Timothy Lane,06/30/2017 8:37:01 PM,06/30/2017 8:58:43 PM,Cash,1,4.34,17,0,0
Nathaniel Shields,02/27/2017 9:57:35 PM,02/27/2017 10:16:50 PM,Debit Card,1,5.2,18,2,0
Jennifer Aguirre,02/27/2017 5:18:04 PM,02/27/2017 5:23:22 PM,Debit Card,2,0.9,5.5,0,0
Amber Ayala,02/10/2017 1:16:48 PM,02/10/2017 1:20:01 PM,Cash,1,0.69,4.5,1.06,0
Brett Stewart,05/28/2017 7:46:09 AM,05/28/2017 7:51:44 AM,Credit Card,1,1.9,7.5,0,0
Aaron Moss,12/17/2017 1:09:29 AM,12/17/2017 1:17:17 AM,Cash,1,1.4,7.5,1.76,0
Michael Floyd,06/22/2017 8:51:46 AM,06/22/2017 9:07:14 AM,Cash,2,1.76,11.5,2.46,0
Jocelyn Bowman,11/08/2017 8:18:18 AM,11/08/2017 8:26:13 AM,Cash,1,0.98,7,0,0
Pedro Harris,04/26/2017 8:02:20 PM,04/26/2017 8:13:52 PM,Debit Card,1,2,9.5,2.25,0
